"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_I","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.0944943428039231,20.0532400608063,-4.21690636426744,0.00345661564652552,0.307913794305323,-1.4585406803678,"O75936",12,-4.10156345099765,0.0027343970894819,0.192186449826437,0.0944943428039267,"Non-significant",0.71627723567401,"BBOX1","Gamma-butyrobetaine dioxygenase","O75936"
-0.107195377349825,18.7516396045685,-3.47524161257333,0.00940422420098891,0.343712105142147,-2.30459688541397,"O95140;A0A6Q8PGV8;A0A6Q8PFJ4;A0A6Q8PGA3;A0A6Q8PGS9",31,-4.11574941614453,0.00267748868963431,0.192186449826437,0.107195377349825,"Non-significant",0.71627723567401,"MFN2","Mitofusin-2","O95140;A0A6Q8PGV8;A0A6Q8PFJ4;A0A6Q8PGA3;A0A6Q8PGS9"
-0.0906648635864507,19.7322263717652,-3.74136355185746,0.0065063094510237,0.33130893075319,-1.98948327509487,"O95470",17,-4.10648357904006,0.00271451506634024,0.192186449826437,0.0906648635864507,"Non-significant",0.71627723567401,"SGPL1","Sphingosine-1-phosphate lyase 1","O95470"
-0.309925079345717,19.9915499687195,-4.95888552793049,0.00137765958344801,0.307913794305323,-0.715559053009176,"P06703;R4GN98",3,-4.0653693538636,0.00288550400476809,0.192186449826437,0.309925079345724,"Non-significant",0.71627723567401,"S100A6","Protein S100-A6","P06703;R4GN98"
0.162748336792003,23.9505200386048,4.0999595067285,0.00402575339118169,0.307913794305323,-1.58517122380834,"P07327",9,4.09801241271232,0.00274884292551943,0.192186449826437,-0.162748336791999,"Non-significant",0.71627723567401,"ADH1A","Alcohol dehydrogenase 1A","P07327"
0.125073909759493,24.746791601181,3.65250376329617,0.00734965043063417,0.33130893075319,-2.09331964935234,"P40261",19,4.06187065341103,0.00290057446184009,0.192186449826437,-0.125073909759497,"Non-significant",0.71627723567401,"NNMT","Nicotinamide N-methyltransferase","P40261"
-0.136242866516127,18.8679628372192,-3.78220426041589,0.00615423373825945,0.33130893075319,-1.94223633007321,"P46734;E9PRZ0;J3QR49",15,-4.0768817586791,0.00283649986892651,0.192186449826437,0.136242866516124,"Non-significant",0.71627723567401,"MAP2K3","Dual specificity mitogen-activated protein kinase kinase 3","P46734;E9PRZ0;J3QR49"
0.100701808929454,22.246945142746,3.42119729849683,0.0101471094316943,0.343712105142147,-2.37007204420313,"P55263;A0A5F9ZH83;A0A5F9ZH76;A0A5F9ZH31;A0A5F9ZH72;A0A5K1VW54;A0A5K1VW94",31,4.08616583038133,0.00279762572584644,0.192186449826437,-0.10070180892945,"Non-significant",0.71627723567401,"ADK","Adenosine kinase","P55263;A0A5F9ZH83;A0A5F9ZH76;A0A5F9ZH31;A0A5F9ZH72;A0A5K1VW54;A0A5K1VW94"
-0.156599044799801,17.8119249343872,-4.11138320907566,0.00396590081153219,0.307913794305323,-1.57268718081766,"Q9UEU0",9,-4.08038002438182,0.00282178494233127,0.192186449826437,0.156599044799798,"Non-significant",0.71627723567401,"VTI1B","Vesicle transport through interaction with t-SNAREs homolog 1B","Q9UEU0"
1.03202509880068,16.4390579462051,3.7523012422664,0.00640993720447009,0.33130893075319,-1.97680023586201,"I3L1F4;I3L3Q4;F6TLX2",3,4.02623505481221,0.00305892726657144,0.199871397173552,-1.03202509880068,"Non-significant",0.699249351647198,"GLOD4","Glyoxalase domain-containing protein 4","I3L1F4;I3L3Q4;F6TLX2"
0.456652164459229,18.8817069530487,3.67628383885509,0.00711299910419643,0.33130893075319,-2.06539335150058,"P09913;A0A087X279",16,4.02133025465624,0.00308143179673604,0.199871397173552,-0.456652164459229,"Non-significant",0.699249351647198,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","P09913;A0A087X279"
0.150923728942871,18.0901188850403,4.03709277900546,0.00437319158031531,0.307913794305323,-1.65431497771809,"P08709;F5H8B0",9,3.9931664917778,0.00321410504580817,0.204178508167731,-0.150923728942875,"Non-significant",0.689989973685838,"F7","Coagulation factor VII","P08709;F5H8B0"
0.28763961791995,18.641875743866,3.65540099056805,0.0073203702554683,0.33130893075319,-2.08991190193138,"P19525;F8WBH4;C9JZT2",16,3.99520477898606,0.00320430242639194,0.204178508167731,-0.28763961791995,"Non-significant",0.689989973685838,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","P19525;F8WBH4;C9JZT2"
0.0552992820739533,23.6157228946686,2.59915007295695,0.0336913896419818,0.420399854518386,-3.41536467129956,"P11586;V9GYY3;F5H2F4;A0A494C1T2;V9GZ78;A0A384N5Y3",76,3.95221936895049,0.00341792303751046,0.212918523345918,-0.0552992820739497,"Non-significant",0.671786554451862,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","P11586;V9GYY3;F5H2F4;A0A494C1T2;V9GZ78;A0A384N5Y3"
-0.27634859085083,17.0352222919464,-4.01344751592799,0.00451218262729197,0.307913794305323,-1.68051417634349,"Q15428;K7EMT0",5,-3.95166122505926,0.00342079419202303,0.212918523345918,0.276348590850827,"Non-significant",0.671786554451862,"SF3A2","Splicing factor 3A subunit 2","Q15428;K7EMT0"
-0.1730442047119,17.7495703697204,-3.65141889143942,0.00736064684349471,0.33130893075319,-2.09459606887424,"O43933;A0A0C4DG33",14,-3.93849004916551,0.00348929595846639,0.215010416960699,0.173044204711896,"Non-significant",0.667540498600876,"PEX1","Peroxisome biogenesis factor 1","O43933;A0A0C4DG33"
0.0762419700622772,25.000953912735,2.91835475262617,0.0209599141458244,0.384829279083116,-3.00026937369176,"O75891;Q3SY69;A0A494C1M4",115,3.92889863667863,0.00354009437998535,0.215980807618512,-0.0762419700622736,"Non-significant",0.665584839199535,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","O75891;Q3SY69;A0A494C1M4"
0.575838327407821,16.2627977132797,4.69128995206303,0.00190192120150827,0.307913794305323,-0.971560028741014,"Q9Y5V0;E5RHR6;E5RHV4;H0YAP1",1,3.91415922020751,0.00361969180683969,0.21867196974261,-0.575838327407824,"Non-significant",0.660206883017665,"ZNF706","Zinc finger protein 706","Q9Y5V0;E5RHR6;E5RHV4;H0YAP1"
-0.222178936004646,16.9660813808441,-3.97522037810144,0.00474712925332776,0.307913794305323,-1.72309266177234,"P27216;E5RIN3",6,-3.89490262646243,0.00372655228151826,0.222941894744811,0.222178936004649,"Non-significant",0.651808312197935,"ANXA13","Annexin A13","P27216;E5RIN3"
0.434751987457247,17.5928599834442,3.98039427755088,0.00471456801369153,0.307913794305323,-1.71731377091878,"Q10589",3,3.88695070240583,0.00377165035308911,0.22347028342053,-0.434751987457247,"Non-significant",0.650780220203345,"BST2","Bone marrow stromal antigen 2","Q10589"
0.10667991638185,22.558087348938,3.35676689867254,0.0111156073706617,0.343712105142147,-2.44875271058375,"O75452",25,3.87429088433236,0.00384464521547521,0.223497205827908,-0.106679916381847,"Non-significant",0.650727902067198,"RDH16","Retinol dehydrogenase 16","O75452"
-0.0924377441406499,20.0622801780701,-3.82743305114343,0.00578816830045077,0.330247158031274,-1.89026786989404,"P50402",13,-3.87868801646541,0.0038191237911798,0.223497205827908,0.0924377441406534,"Non-significant",0.650727902067198,"EMD","Emerin","P50402"
-0.207226753234824,19.0664248466492,-3.62449819820344,0.00763926500997579,0.33130893075319,-2.12633651581159,"P15586;H0YFA9;F6S8M0;H7C3P4;F5H4C6",11,-3.86258162492834,0.00391349168314686,0.223862137616848,0.207226753234828,"Non-significant",0.650019353560565,"GNS","N-acetylglucosamine-6-sulfatase","P15586;H0YFA9;F6S8M0;H7C3P4;F5H4C6"
-0.624385833740249,16.0700364112854,-4.36416647693089,0.00286126346854381,0.307913794305323,-1.3027894985066,"Q9UJY4",1,-3.86088386546,0.00392358176933133,0.223862137616848,0.624385833740249,"Non-significant",0.650019353560565,"GGA2","ADP-ribosylation factor-binding protein GGA2","Q9UJY4"
0.0948500633239711,24.670646905899,3.16018090344146,0.0147297325408591,0.36419173407733,-2.69278494240127,"P50440;A0A6Q8PGA2;H0YMX4;A0A6Q8PFC6;A0A6Q8PHC6",41,3.85055751627605,0.00398554917053713,0.225311504484861,-0.0948500633239746,"Non-significant",0.64721663248064,"GATM","Glycine amidinotransferase, mitochondrial","P50440;A0A6Q8PGA2;H0YMX4;A0A6Q8PFC6;A0A6Q8PHC6"
-0.509002208709703,18.5727078914643,-3.63431459677429,0.00753637743605993,0.33130893075319,-2.11474783466973,"P02652;V9GYC1;V9GYM3;V9GYE3;V9GYS1;V9GYG9",4,-3.80911551120296,0.00424485102052489,0.227450191204125,0.509002208709699,"Non-significant",0.643113693747803,"APOA2","Apolipoprotein A-II","P02652;V9GYC1;V9GYM3;V9GYE3;V9GYS1;V9GYG9"
0.116221904754621,21.6880619525909,3.34373705668128,0.0113231998286037,0.343712105142147,-2.46474507165824,"P21266;A0A0A0MTN3",24,3.81003654684927,0.00423889820268344,0.227450191204125,-0.116221904754624,"Non-significant",0.643113693747803,"GSTM3","Glutathione S-transferase Mu 3","P21266;A0A0A0MTN3"
-0.140518665313742,18.1600472927094,-3.33229192230579,0.0115089550809202,0.346847295135905,-2.47881447743349,"Q03001;A0A494C1D7;F8W9J4;F6QMI7;E9PHM6;Q5T0V7;E7ETB9;Q6P0N6",37,-3.82613730976776,0.00413624968266278,0.227450191204125,0.140518665313749,"Non-significant",0.643113693747803,"DST","Dystonin","Q03001;A0A494C1D7;F8W9J4;F6QMI7;E9PHM6;Q5T0V7;E7ETB9;Q6P0N6"
-0.198126792907722,17.457808971405,-3.50499273268468,0.0090202963265456,0.339121549005172,-2.26876081851053,"Q14966",16,-3.82589972239396,0.0041377451347479,0.227450191204125,0.198126792907726,"Non-significant",0.643113693747803,"ZNF638","Zinc finger protein 638","Q14966"
0.0943822860718022,22.8243470191955,3.27736147532863,0.0124467711865417,0.346847295135905,-2.54662303237982,"Q15392;A0A0A0MTI1",25,3.82969063255378,0.00411395199418636,0.227450191204125,-0.0943822860717987,"Non-significant",0.643113693747803,"DHCR24","Delta(24)-sterol reductase","Q15392;A0A0A0MTI1"
-0.0726022720337269,18.8153200149536,-3.30123923937735,0.0120294856610984,0.346847295135905,-2.51709016958584,"Q6P1M0",20,-3.81915097286987,0.00418046365242381,0.227450191204125,0.0726022720337269,"Non-significant",0.643113693747803,"SLC27A4","Long-chain fatty acid transport protein 4","Q6P1M0"
0.0825986862183044,22.518648147583,3.08046434312922,0.0165337441808127,0.376941392564781,-2.7933248039697,"O43175;A0A286YFM8;A0A286YER3;A0A286YF34;A0A286YFB2;A0A286YFC8;A0A286YFA2;A0A286YFL2;A0A2C9F2M7;A0A286YF22",32,3.76854171230586,0.00451605515279395,0.229982907863771,-0.0825986862183008,"Non-significant",0.638304439183614,"PHGDH","D-3-phosphoglycerate dehydrogenase","O43175;A0A286YFM8;A0A286YER3;A0A286YF34;A0A286YFB2;A0A286YFC8;A0A286YFA2;A0A286YFL2;A0A2C9F2M7;A0A286YF22"
-0.272989273071303,17.6499524116516,-3.44922435146992,0.00975431829588486,0.343712105142147,-2.33605673662901,"P02786;G3V0E5;H7C3V5",21,-3.79423478158455,0.00434226244046308,0.229982907863771,0.2729892730713,"Non-significant",0.638304439183614,"TFRC","Transferrin receptor protein 1","P02786;G3V0E5;H7C3V5"
0.108059406280521,20.93714594841,3.57880032638675,0.0081385075146379,0.336876352618005,-2.18050693188828,"P55145",14,3.78146166671499,0.00442776157675387,0.229982907863771,-0.108059406280525,"Non-significant",0.638304439183614,"MANF","Mesencephalic astrocyte-derived neurotrophic factor","P55145"
-0.159330844879197,18.9116303920746,-4.03588375736736,0.00438018456913803,0.307913794305323,-1.65565203084762,"Q01459",7,-3.79042152649474,0.00436760296420891,0.229982907863771,0.1593308448792,"Non-significant",0.638304439183614,"CTBS","Di-N-acetylchitobiase","Q01459"
-0.107331752777096,18.2882373332977,-3.3871561884575,0.0106470526925344,0.343712105142147,-2.41155886336197,"Q8WUM0",19,-3.77708147839774,0.00445748922109811,0.229982907863771,0.107331752777096,"Non-significant",0.638304439183614,"NUP133","Nuclear pore complex protein Nup133","Q8WUM0"
0.273644447326699,17.3801460266113,4.80021656616049,0.00166587972159148,0.307913794305323,-0.865746472413377,"Q96GE6;H3BS46",3,3.77166603892682,0.00449453471090908,0.229982907863771,-0.273644447326703,"Non-significant",0.638304439183614,"CALML4","Calmodulin-like protein 4","Q96GE6;H3BS46"
0.0734167098998988,23.3188514709473,2.88641755166277,0.0219700080333875,0.390141756489146,-3.04139475190825,"O95954",46,3.73933899267214,0.00472254582221354,0.230556017554829,-0.0734167098998988,"Non-significant",0.637223538130102,"FTCD","Formimidoyltransferase-cyclodeaminase","O95954"
-0.126550197601329,19.0097162723541,-3.48685789314841,0.00925227749949424,0.342606830800532,-2.29058704550678,"P11413",14,-3.72345814721157,0.00483900025372493,0.230556017554829,0.126550197601325,"Non-significant",0.637223538130102,"G6PD","Glucose-6-phosphate 1-dehydrogenase","P11413"
0.0857863426208496,23.3032805919647,2.94403472169533,0.0201830569827914,0.382635665889795,-2.96728132430072,"P13667;A0A499FI48",71,3.72838565600936,0.0048025459384237,0.230556017554829,-0.0857863426208496,"Non-significant",0.637223538130102,"PDIA4","Protein disulfide-isomerase A4","P13667;A0A499FI48"
0.190211296081547,17.7374448776245,3.9173874195986,0.00512815141553369,0.31785875048635,-1.78802899528589,"P33261",6,3.72009470050196,0.00486405100326643,0.230556017554829,-0.190211296081547,"Non-significant",0.637223538130102,"CYP2C19","Cytochrome P450 2C19","P33261"
-0.17702770233155,19.4276804924012,-3.559289624948,0.0083622327482432,0.336876352618005,-2.20374554967937,"Q6PIU2;H7C046;A0A0A0MTJ9",10,-3.72119937658334,0.00485580838889568,0.230556017554829,0.177027702331547,"Non-significant",0.637223538130102,"NCEH1","Neutral cholesterol ester hydrolase 1","Q6PIU2;H7C046;A0A0A0MTJ9"
0.1898722648621,18.2956826686859,3.36837569999541,0.0109340720894285,0.343712105142147,-2.43452714714104,"Q8TDB6",28,3.7598147901132,0.0045767449240918,0.230556017554829,-0.1898722648621,"Non-significant",0.637223538130102,"DTX3L","E3 ubiquitin-protein ligase DTX3L","Q8TDB6"
0.242969036102295,20.690226316452,3.3782805565869,0.0107816825908319,0.343712105142147,-2.4224066001498,"Q99541;Q5SYF3;Q5SYF5;Q5SYF4",32,3.74978748435954,0.00464754280500037,0.230556017554829,-0.242969036102298,"Non-significant",0.637223538130102,"PLIN2","Perilipin-2","Q99541;Q5SYF3;Q5SYF5;Q5SYF4"
-0.140975475311301,20.2670261859894,-4.66000168573959,0.00197633892524054,0.307913794305323,-1.00236538629213,"Q9BVC6",6,-3.75414753164907,0.00461661761053794,0.230556017554829,0.140975475311297,"Non-significant",0.637223538130102,"TMEM109","Transmembrane protein 109","Q9BVC6"
-0.244069099426255,17.624059677124,-4.20495837666344,0.00351053562980227,0.307913794305323,-1.47135878316607,"Q9NUM4",4,-3.72489467161685,0.0048283426180313,0.230556017554829,0.244069099426252,"Non-significant",0.637223538130102,"TMEM106B","Transmembrane protein 106B","Q9NUM4"
0.172597885131797,21.6974925994873,3.66158075845626,0.00725833429891066,0.33130893075319,-2.08264816860699,"O43598;H0Y8X4",8,3.67842162053201,0.00518602799357128,0.233496895926698,-0.1725978851318,"Non-significant",0.631718888506294,"DNPH1","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","O43598;H0Y8X4"
-0.106888294220006,20.6909825801849,-3.09529233443009,0.0161812833913317,0.376805284470462,-2.7745588263068,"O95340",39,-3.65601356923055,0.00536837450934909,0.233496895926698,0.106888294220003,"Non-significant",0.631718888506294,"PAPSS2","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2","O95340"
0.197310924530022,26.3880822658539,3.28485497066532,0.0123141817552499,0.346847295135905,-2.53734544306901,"P00338",28,3.65783816914598,0.00535327720323298,0.233496895926698,-0.197310924530026,"Non-significant",0.631718888506294,"LDHA","L-lactate dehydrogenase A chain","P00338"
0.401161670684829,16.6349804401398,4.23277548083809,0.00338638996912989,0.307913794305323,-1.44155790847445,"P04350",2,3.65591700210825,0.00536917478397705,0.233496895926698,-0.401161670684825,"Non-significant",0.631718888506294,"TUBB4A","Tubulin beta-4A chain","P04350"
0.0788064002990794,21.9563047885895,3.06335789782995,0.0169504551918152,0.376941392564781,-2.81501000447017,"P13489;E9PMI1;E9PR82;E9PMA9;E9PIK5;E9PMJ3;E9PLZ3;E9PIM9;E9PMN0",27,3.69277012247928,0.00507270298990427,0.233496895926698,-0.0788064002990758,"Non-significant",0.631718888506294,"RNH1","Ribonuclease inhibitor","P13489;E9PMI1;E9PR82;E9PMA9;E9PIK5;E9PMJ3;E9PLZ3;E9PIM9;E9PMN0"
-0.113140583038348,18.2654807567597,-3.56347985258747,0.00831363359165759,0.336876352618005,-2.19874915003009,"P28290;E9PHV5;E7EUL7",12,-3.66471136160163,0.00529680654062901,0.233496895926698,0.113140583038348,"Non-significant",0.631718888506294,"ITPRID2","Protein ITPRID2","P28290;E9PHV5;E7EUL7"
0.0769801139831543,23.6945436000824,3.50969520153671,0.00896116495922264,0.339121549005172,-2.26311021438877,"P30043;A0A2R8YEP4",15,3.69031833940615,0.00509188083098033,0.233496895926698,-0.0769801139831507,"Non-significant",0.631718888506294,"BLVRB","Flavin reductase (NADPH)","P30043;A0A2R8YEP4"
0.132230281829855,19.4673488140106,3.27459230563781,0.0124961522047895,0.346847295135905,-2.55005365903724,"Q14678",24,3.69133871914388,0.00508389015509981,0.233496895926698,-0.132230281829852,"Non-significant",0.631718888506294,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","Q14678"
-0.255204200744647,16.7741856575012,-3.9943095998276,0.00462818909982732,0.307913794305323,-1.7017962291085,"Q6NXE6;F5H7V0;F5H4P3;F5GWV0;F5GZP0;F5H2K4;F5H3X1;F5H2X2;F5H052",4,-3.64996970870042,0.00541870433585163,0.233496895926698,0.25520420074465,"Non-significant",0.631718888506294,"ARMC6","Armadillo repeat-containing protein 6","Q6NXE6;F5H7V0;F5H4P3;F5GWV0;F5GZP0;F5H2K4;F5H3X1;F5H2X2;F5H052"
0.102687835693345,19.2120456695556,3.29957700808574,0.0120580470320321,0.346847295135905,-2.51914324985753,"Q8IUZ5;D6RAR0;H0Y9N3;H7BXR0",18,3.65136117613454,0.00540707312575269,0.233496895926698,-0.102687835693352,"Non-significant",0.631718888506294,"PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase","Q8IUZ5;D6RAR0;H0Y9N3;H7BXR0"
0.201003551483126,19.4002573490143,3.28920988236406,0.0122378172058113,0.346847295135905,-2.53195761756084,"Q8IXQ6;G5E9U8",25,3.65000580428588,0.00541840228197569,0.233496895926698,-0.201003551483122,"Non-significant",0.631718888506294,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","Q8IXQ6;G5E9U8"
-0.145738601684545,17.6436219215393,-3.46465144859626,0.00954507769212422,0.343712105142147,-2.3173888332059,"Q9H7D0;H0Y7N4",12,-3.65634945502288,0.00536559192234733,0.233496895926698,0.145738601684549,"Non-significant",0.631718888506294,"DOCK5","Dedicator of cytokinesis protein 5","Q9H7D0;H0Y7N4"
0.0881333351135005,21.7976958751679,3.23526866566745,0.0132203171562169,0.352656252452851,-2.59889470762532,"Q9NR45",20,3.66863559274364,0.00526484646395106,0.233496895926698,-0.0881333351135041,"Non-significant",0.631718888506294,"NANS","Sialic acid synthase","Q9NR45"
-0.118127822875969,18.834264755249,-3.34673377684078,0.0112750925600648,0.343712105142147,-2.46106463119976,"P31512",16,-3.63809983803999,0.00551900132127777,0.236167264873011,0.118127822875977,"Non-significant",0.626780300076682,"FMO4","Dimethylaniline monooxygenase [N-oxide-forming] 4","P31512"
0.341474533081023,19.0353450775146,3.29634891987888,0.0121137201989848,0.346847295135905,-2.52313158766256,"O95786;A2A376",27,3.62742870702793,0.0056108377721985,0.238441257601981,-0.341474533081023,"Non-significant",0.622618596253061,"DDX58","Antiviral innate immune response receptor RIG-I","O95786;A2A376"
