"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-0.30833292007447,17.83,-2.5280317150272,0.0359829521153435,0.193603215987509,-4.44515050556669,"VINC_HUMAN",17,-2.98751663515596,0.0173997253567648,0.152485177721316,0.31,"Non-significant",0.817,"VCL","Vinculin"
-1.57978534698487,17.84,-2.97545226169761,0.0181719862131058,0.164253584120403,-3.75040012404409,"ADH1A_HUMAN",2,-2.97078640209982,0.0178496979861462,0.153871007639834,1.58,"Non-significant",0.813,"ADH1A","Alcohol dehydrogenase 1A"
-0.879870653152476,15.4,-2.90436911605802,0.0202334862004083,0.17605023974374,-3.86066870443363,"C1TC_HUMAN",5,-2.95503179901338,0.0182845078226276,0.154753425298785,0.88,"Non-significant",0.81,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic"
-0.811565876007055,17.38,-2.89241435820905,0.020603442454093,0.177609304858894,-3.87922951208395,"IF4A2_HUMAN",6,-2.95995498353832,0.0181474619935622,0.154753425298785,0.81,"Non-significant",0.81,"EIF4A2","Eukaryotic initiation factor 4A-II"
-0.918623685836799,15.56,-2.85350781602724,0.0218568912209925,0.180077572803044,-3.93965972072564,"ACON_HUMAN",8,-2.92340740087628,0.0191908715243669,0.154983915506652,0.92,"Non-significant",0.81,"ACO2","Aconitate hydratase, mitochondrial"
-0.683410167694095,17.87,-2.83391245266732,0.0225179182551862,0.182297233874594,-3.97010715565936,"CBR1_HUMAN",9,-2.94079751672623,0.0186868317843992,0.154983915506652,0.68,"Non-significant",0.81,"CBR1","Carbonyl reductase [NADPH] 1"
-0.7869975566864,15.19,-3.04063831026193,0.0164739410951424,0.154663746448342,-3.64945851303549,"CNPY2_HUMAN",2,-2.9208722769582,0.0192655211366294,0.154983915506652,0.79,"Non-significant",0.81,"CNPY2","Protein canopy homolog 2"
-0.902129173278777,15.63,-2.85636548421691,0.0217621865271898,0.180077572803044,-3.93522003101756,"ESTD_HUMAN",7,-2.9226242507967,0.0192139001567003,0.154983915506652,0.9,"Non-significant",0.81,"ESD","S-formylglutathione hydrolase"
-1.36071252822875,14.04,-2.98592126186261,0.0178874027905007,0.163266392136825,-3.73417588319026,"PHB_HUMAN",1,-2.93986403988089,0.0187135354267859,0.154983915506652,1.36,"Non-significant",0.81,"PHB","Prohibitin"
-0.671927213668821,16,-3.24803448032937,0.0120944986314942,0.146233483453521,-3.32993820920748,"SAR1A_HUMAN;SAR1B_HUMAN",1,-2.91934756856866,0.019310563049164,0.154983915506652,0.67,"Non-significant",0.81,"SAR1A;SAR1B","GTP-binding protein SAR1a"
-0.552345275878871,16.18,-2.96592996954878,0.0184349399201592,0.164675004686858,-3.76516109186596,"ROA2_HUMAN",3,-2.90823564888648,0.0196421430472406,0.156297736555393,0.55,"Non-significant",0.806,"HNRNPA2B1","Heterogeneous nuclear ribonucleoproteins A2/B1"
-0.335651397705053,19.49,-2.5245967338845,0.0361739756066866,0.193603215987509,-4.45046939821979,"POSTN_HUMAN",17,-2.90056694774527,0.0198744187645059,0.156805795506398,0.34,"Non-significant",0.805,"POSTN","Periostin"
-0.449396610260028,18.55,-2.60602154184114,0.0319119702433224,0.193603215987509,-4.32423481060062,"BIP_HUMAN",28,-2.89406252236757,0.0200736627064499,0.157046890585755,0.45,"Non-significant",0.804,"HSPA5","Endoplasmic reticulum chaperone BiP"
-0.40744018554685,16.73,-2.85782636616821,0.0217139367069103,0.180077572803044,-3.93295045807969,"3HIDH_HUMAN",4,-2.88822517467851,0.0202542362286947,0.157105920559055,0.41,"Non-significant",0.804,"HIBADH","3-hydroxyisobutyrate dehydrogenase, mitochondrial"
-0.936363697051998,17.82,-2.78324280106978,0.0243249994264034,0.188442574216662,-4.04886174265615,"AL1L1_HUMAN",31,-2.88295512793934,0.0204187071832929,0.157105920559055,0.94,"Non-significant",0.804,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase"
-0.760112762451147,18.97,-2.73429446233153,0.0262133362680283,0.189534999092099,-4.12495391648804,"AATM_HUMAN",17,-2.83898693833396,0.0218459880229028,0.16310847972981,0.76,"Non-significant",0.788,"GOT2","Aspartate aminotransferase, mitochondrial"
-0.893799781799302,16.73,-2.74708070664129,0.0257059150650011,0.188442574216662,-4.1050773324583,"GDE_HUMAN",22,-2.83913431523336,0.0218410352294728,0.16310847972981,0.89,"Non-significant",0.788,"AGL","Glycogen debranching enzyme"
-0.881335496902476,15.84,-2.7734707959076,0.0246904294157034,0.188442574216662,-4.06405249150464,"GUAD_HUMAN",7,-2.8373928191388,0.0218996347650121,0.16310847972981,0.88,"Non-significant",0.788,"GDA","Guanine deaminase"
0.399532794952371,18.99,2.59864472874718,0.0322760158165202,0.193603215987509,-4.33568270513291,"LG3BP_HUMAN",13,2.84786634817391,0.0215496469753219,0.16310847972981,-0.4,"Non-significant",0.788,"LGALS3BP","Galectin-3-binding protein"
-0.87217998504638,17.77,-2.75011672904531,0.0255869264901898,0.188442574216662,-4.10035767684802,"AK1BA_HUMAN",8,-2.81862099402487,0.0225417028459009,0.164665033991756,0.87,"Non-significant",0.783,"AKR1B10","Aldo-keto reductase family 1 member B10"
-0.434965372085568,16.49,-2.64105455872306,0.0302396327517835,0.193603215987509,-4.26984392571308,"AMPN_HUMAN",8,-2.81309588841426,0.022734364141192,0.164665033991756,0.43,"Non-significant",0.783,"ANPEP","Aminopeptidase N"
-0.696343421936071,17.8,-2.7580191365704,0.0252798715990094,0.188442574216662,-4.08807291485723,"PHS_HUMAN",5,-2.8138447492977,0.0227081519250793,0.164665033991756,0.7,"Non-significant",0.783,"PCBD1","Pterin-4-alpha-carbinolamine dehydratase"
-0.318583011627215,18.21,-2.66745627205799,0.0290388938113562,0.193603215987509,-4.22883192112008,"SAMP_HUMAN",5,-2.81076646747985,0.0228161003060543,0.164665033991756,0.32,"Non-significant",0.783,"APCS","Serum amyloid P-component"
-0.498449802398676,15.8,-3.3857514874636,0.00987870698842192,0.136689941406888,-3.11957508989724,"APT_HUMAN",1,-2.77272611121989,0.0241946516520434,0.165779060583697,0.5,"Non-significant",0.78,"APRT","Adenine phosphoribosyltransferase"
-0.699796199798575,15.97,-2.69150441843818,0.0279878212105617,0.193603215987509,-4.19146370273681,"DHSO_HUMAN",8,-2.77715006540301,0.0240300113860024,0.165779060583697,0.7,"Non-significant",0.78,"SORD","Sorbitol dehydrogenase"
0.351537227630651,21.47,2.49360586898836,0.0379447512047304,0.193603215987509,-4.49842630736326,"IC1_HUMAN",14,2.78914373193302,0.023589444333645,0.165779060583697,-0.35,"Non-significant",0.78,"SERPING1","Plasma protease C1 inhibitor"
-1.26819801330568,14.8,-2.75571819173621,0.0253688822266901,0.188442574216662,-4.09164987476456,"IPYR2_HUMAN",3,-2.77213014230189,0.0242169196985852,0.165779060583697,1.27,"Non-significant",0.78,"PPA2","Inorganic pyrophosphatase 2, mitochondrial"
-0.607285022735578,16.81,-2.71559555367444,0.026974067827159,0.191489439304892,-4.15402030209939,"MTND_HUMAN",5,-2.77744832124409,0.024018953238787,0.165779060583697,0.61,"Non-significant",0.78,"ADI1","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
-0.769143581390399,17.4,-2.72804661649234,0.0264650275836088,0.189534999092099,-4.1346661014234,"PSB1_HUMAN",6,-2.79142461558819,0.0235066070518675,0.165779060583697,0.77,"Non-significant",0.78,"PSMB1","Proteasome subunit beta type-1"
-0.481334209442149,17.29,-3.17028302016987,0.0135722443801044,0.152238066480448,-3.44938620430316,"PSB4_HUMAN",2,-2.79661799685985,0.0233191110890677,0.165779060583697,0.48,"Non-significant",0.78,"PSMB4","Proteasome subunit beta type-4"
-2.24967384338383,14.93,-2.74740961864232,0.0256929967257334,0.188442574216662,-4.10456602246289,"ARF6_HUMAN",1,-2.75483057130531,0.0248725945779334,0.167799895304753,2.25,"Non-significant",0.775,"ARF6","ADP-ribosylation factor 6"
-0.801333904266325,19.48,-2.66631591561542,0.0290897313681851,0.193603215987509,-4.23060365060775,"THIM_HUMAN",18,-2.75942532368911,0.0246966845487615,0.167799895304753,0.8,"Non-significant",0.775,"ACAA2","3-ketoacyl-CoA thiolase, mitochondrial"
-1.77120900154112,15.03,-2.70642018908204,0.0273556341864132,0.191489439304892,-4.16828180851269,"PCKGM_HUMAN",17,-2.74946056395986,0.0250798210021726,0.16798067160448,1.77,"Non-significant",0.775,"PCK2","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial"
0.760071039199829,16.2,2.92486201062691,0.0196152993260663,0.172281544080828,-3.82886132440748,"BTD_HUMAN",1,2.73615633799003,0.0256009142349325,0.169038660657604,-0.76,"Non-significant",0.772,"BTD","Biotinidase"
-1.65976643562318,15.28,-2.70794241560496,0.0272919484226298,0.191489439304892,-4.16591583261724,"TRXR1_HUMAN",4,-2.73810250725512,0.0255239975513603,0.169038660657604,1.66,"Non-significant",0.772,"TXNRD1","Thioredoxin reductase 1, cytoplasmic"
-0.992860794067369,17.42,-2.66644187053488,0.0290841117581335,0.193603215987509,-4.23040796040725,"TALDO_HUMAN",7,-2.71917974314442,0.026282055113851,0.172314037401375,0.99,"Non-significant",0.764,"TALDO1","Transaldolase"
0.568349361419699,16.54,3.09594954180314,0.0151634843463136,0.153759566489099,-3.5639766034079,"A0A140TA44_HUMAN",1,2.7070392048344,0.0267805602437773,0.173143761020532,-0.57,"Non-significant",0.762,"C4A","C4a anaphylatoxin"
-0.844174861907952,18.28,-2.63938341370578,0.0303173291115326,0.193603215987509,-4.27243928914059,"ECHM_HUMAN",10,-2.71055005181239,0.0266354105346326,0.173143761020532,0.84,"Non-significant",0.762,"ECHS1","Enoyl-CoA hydratase, mitochondrial"
-0.884509086608922,20.18,-2.60040554922321,0.0321887351029992,0.193603215987509,-4.33295030737193,"ENOA_HUMAN",25,-2.68596754080379,0.0276689561893724,0.176436974056889,0.88,"Non-significant",0.753,"ENO1","Alpha-enolase"
-0.585666656494105,18.23,-2.56574344254163,0.0339521198544229,0.193603215987509,-4.38671588750783,"MDHM_HUMAN",13,-2.68657252521212,0.0276430326698572,0.176436974056889,0.59,"Non-significant",0.753,"MDH2","Malate dehydrogenase, mitochondrial"
-1.00446844100953,19.52,-2.7571734506727,0.0253125488972256,0.188442574216662,-4.08938758558885,"DCD_HUMAN",1,-2.67571530711557,0.0281120735495427,0.178043132480437,1,"Non-significant",0.749,"DCD","Dermcidin"
-0.756785869598382,18.11,-2.51535253806918,0.0366931994095119,0.193603215987509,-4.46478028644211,"ACOT1_HUMAN",11,-2.59064730491923,0.0320808100432688,0.179306146947515,0.76,"Non-significant",0.746,"ACOT1","Acyl-coenzyme A thioesterase 1"
-0.879134654998797,17.91,-2.52565819179607,0.036114836673086,0.193603215987509,-4.44882585419201,"ALDH2_HUMAN",23,-2.60407406584391,0.0314182643777976,0.179306146947515,0.88,"Non-significant",0.746,"ALDH2","Aldehyde dehydrogenase, mitochondrial"
-0.457324981689451,16.01,-2.50346892862483,0.0373718278082614,0.193603215987509,-4.4831699427632,"ANXA4_HUMAN",5,-2.57536231015912,0.0328524118349476,0.179306146947515,0.46,"Non-significant",0.746,"ANXA4","Annexin A4"
-0.802548408508297,14.88,-2.56323563397117,0.0340834672266373,0.193603215987509,-4.39060388051117,"CCS_HUMAN",3,-2.56325814818433,0.0334768364313396,0.179306146947515,0.8,"Non-significant",0.746,"CCS","Copper chaperone for superoxide dismutase"
-0.809839248657248,17.47,-2.64701218054092,0.0299643036122738,0.193603215987509,-4.26059088529306,"DSG1_HUMAN",3,-2.64566197648747,0.029453387931517,0.179306146947515,0.81,"Non-significant",0.746,"DSG1","Desmoglein-1"
-0.386420249938993,17.64,-2.67689517691429,0.0286215923180151,0.193603215987509,-4.21416608162029,"EF1B_HUMAN",3,-2.57431625206517,0.0329059041592929,0.179306146947515,0.39,"Non-significant",0.746,"EEF1B2","Elongation factor 1-beta"
-0.350954532623323,17.39,-2.4666698209561,0.0395552665063559,0.193603215987509,-4.54005910988499,"ERP29_HUMAN",6,-2.61761091926847,0.0307644133720311,0.179306146947515,0.35,"Non-significant",0.746,"ERP29","Endoplasmic reticulum resident protein 29"
-1.351375579834,14.38,-2.62881263376453,0.0308135604370835,0.193603215987509,-4.28885442555831,"EZRI_HUMAN",2,-2.62250100389259,0.0305316451588378,0.179306146947515,1.35,"Non-significant",0.746,"EZR","Ezrin"
-0.648851394653349,17.64,-2.47599961143272,0.0389897293121587,0.193603215987509,-4.52564440462039,"FUMH_HUMAN",10,-2.56259166191364,0.0335115677431445,0.179306146947515,0.65,"Non-significant",0.746,"FH","Fumarate hydratase, mitochondrial"
-0.875161886215256,16.76,-2.52629075261743,0.0360796404749513,0.193603215987509,-4.44784637784144,"GLYC_HUMAN",9,-2.58635279891061,0.0322957166817763,0.179306146947515,0.88,"Non-significant",0.746,"SHMT1","Serine hydroxymethyltransferase, cytosolic"
-0.663442134857171,18.67,-2.58196168133291,0.0331150704680222,0.193603215987509,-4.3615652590273,"HCDH_HUMAN",8,-2.66543501104334,0.0285637095497679,0.179306146947515,0.66,"Non-significant",0.746,"HADH","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
-0.934073209762548,13.94,-2.72803045318192,0.026465681935524,0.189534999092099,-4.1346912267531,"HLAA_HUMAN",1,-2.63374443895235,0.0300032574035675,0.179306146947515,0.93,"Non-significant",0.746,"HLA-A","HLA class I histocompatibility antigen, A alpha chain"
0.339999675750747,20.41,2.36140276653898,0.0465414461112285,0.198965021786367,-4.70221343024283,"IBP2_HUMAN",12,2.61116907777194,0.0310738140780469,0.179306146947515,-0.34,"Non-significant",0.746,"IGFBP2","Insulin-like growth factor-binding protein 2"
-0.391919612884553,18.88,-2.38867694296488,0.0446198810415643,0.196187692842504,-4.66029468630135,"K1C18_HUMAN",11,-2.57686656702453,0.0327756437881342,0.179306146947515,0.39,"Non-significant",0.746,"KRT18","Keratin, type I cytoskeletal 18"
-0.677520275115924,19.41,-2.54542579599342,0.0350313012557878,0.193603215987509,-4.41820701475373,"K2C5_HUMAN",18,-2.65169704075215,0.0291788754833657,0.179306146947515,0.68,"Non-significant",0.746,"KRT5","Keratin, type II cytoskeletal 5"
-0.420732021331773,16.45,-2.96100951289172,0.0185723689496457,0.164675004686858,-3.7727899300955,"NDUV2_HUMAN",2,-2.56887519314144,0.0331855778014566,0.179306146947515,0.42,"Non-significant",0.746,"NDUFV2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
-0.819020271301277,18.78,-2.5934183804329,0.032536504771138,0.193603215987509,-4.34379215397291,"NNMT_HUMAN",6,-2.64722643810023,0.0293819737170233,0.179306146947515,0.82,"Non-significant",0.746,"NNMT","Nicotinamide N-methyltransferase"
-1.80032777786257,14.98,-2.56912206249166,0.0337759799097552,0.193603215987509,-4.38147738459432,"ODO2_HUMAN",2,-2.57887674350764,0.03267334185626,0.179306146947515,1.8,"Non-significant",0.746,"DLST","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"
-0.80063629150392,20.27,-2.49216065100332,0.0380294471005613,0.193603215987509,-4.50066128276177,"PGK1_HUMAN",17,-2.57009014791892,0.0331229192488389,0.179306146947515,0.8,"Non-significant",0.746,"PGK1","Phosphoglycerate kinase 1"
-0.89002895355225,17.61,-2.56558488546037,0.033960409018331,0.193603215987509,-4.38696171559593,"PGM1_HUMAN",19,-2.64083905820147,0.0296746629249807,0.179306146947515,0.89,"Non-significant",0.746,"PGM1","Phosphoglucomutase-1"
0.399893760681152,17.88,2.53395928580595,0.0356557247467378,0.193603215987509,-4.43597045977987,"PRAP1_HUMAN",5,2.62238115834807,0.0305373282531256,0.179306146947515,-0.4,"Non-significant",0.746,"PRAP1","Proline-rich acidic protein 1"
-0.683158874511694,22.88,-2.53656658747356,0.0355127517889813,0.193603215987509,-4.43193193230223,"SODM_HUMAN",20,-2.64484178133287,0.0294908989529565,0.179306146947515,0.68,"Non-significant",0.746,"SOD2","Superoxide dismutase [Mn], mitochondrial"
1.5866897106171,13.75,2.65456846517006,0.029618788713722,0.193603215987509,-4.24885363773503,"STML3_HUMAN",1,2.64249516092662,0.0295984900535065,0.179306146947515,-1.59,"Non-significant",0.746,"STOML3","Stomatin-like protein 3"
-0.831880569458004,18.03,-2.50524193879473,0.0372697735169153,0.193603215987509,-4.48042678004745,"TERA_HUMAN",23,-2.58810864259965,0.0322076735695835,0.179306146947515,0.83,"Non-significant",0.746,"VCP","Transitional endoplasmic reticulum ATPase"
-1.10291075706485,16.56,-2.55781514826759,0.0343691416747008,0.193603215987509,-4.39900657772601,"THTR_HUMAN",3,-2.57121080971258,0.0330652304385372,0.179306146947515,1.1,"Non-significant",0.746,"TST","Thiosulfate sulfurtransferase"
-1.5884654521942,14.75,-2.56496496790053,0.0339928373559116,0.193603215987509,-4.38792282963606,"UB2D2_HUMAN;UB2D3_HUMAN",2,-2.56947768196621,0.0331544907298577,0.179306146947515,1.59,"Non-significant",0.746,"UBE2D2;UBE2D3","Ubiquitin-conjugating enzyme E2 D3"
3.06545257568363,15.34,2.54862627520864,0.0348590126059253,0.193603215987509,-4.41324777610181,"XPP3_HUMAN",1,2.56701822836518,0.0332815798232568,0.179306146947515,-3.07,"Non-significant",0.746,"XPNPEP3","Xaa-Pro aminopeptidase 3"
-1.1026334762573,18.28,-2.47233904110838,0.0392106354272412,0.193603215987509,-4.5313007806335,"AMPL_HUMAN",20,-2.52753835284202,0.0353908395865843,0.180143115620033,1.1,"Non-significant",0.744,"LAP3","Cytosol aminopeptidase"
-0.354348182678226,19.89,-2.3878881115088,0.0446743188857258,0.196187692842504,-4.66150808363193,"BLVRB_HUMAN",6,-2.5237015429117,0.0356029358475682,0.180143115620033,0.35,"Non-significant",0.744,"BLVRB","Flavin reductase (NADPH)"
0.356473445892348,21.08,2.20245472419336,0.059509581353214,0.21391281945885,-4.94478352131781,"CERU_HUMAN",38,2.52461599055536,0.0355522689740579,0.180143115620033,-0.36,"Non-significant",0.744,"CP","Ceruloplasmin"
-1.82113575935363,16.18,-2.51377325463066,0.0367826593587684,0.193603215987509,-4.46722467770908,"HGD_HUMAN",5,-2.54458104782236,0.034464129137544,0.180143115620033,1.82,"Non-significant",0.744,"HGD","Homogentisate 1,2-dioxygenase"
-0.965929508209223,13.44,-2.56000897577205,0.034253227794047,0.193603215987509,-4.39560592582345,"HINT2_HUMAN",2,-2.52521008176867,0.0355193913406397,0.180143115620033,0.97,"Non-significant",0.744,"HINT2","Histidine triad nucleotide-binding protein 2, mitochondrial"
-0.585302829742417,21.73,-2.3812882450014,0.0451324110049692,0.197268895049889,-4.67165782696445,"K1C10_HUMAN",41,-2.53697596029542,0.0348745772414922,0.180143115620033,0.59,"Non-significant",0.744,"KRT10","Keratin, type I cytoskeletal 10"
-0.283101558685299,20.36,-2.22327814957138,0.0576243678022718,0.211881608388806,-4.91319849829199,"K2C8_HUMAN",14,-2.55201262266079,0.0340677882711859,0.180143115620033,0.28,"Non-significant",0.744,"KRT8","Keratin, type II cytoskeletal 8"
-0.347176551818851,16.38,-2.29641209989921,0.051462188140042,0.206621242493348,-4.8017813946281,"LMNA_HUMAN",13,-2.5241999870857,0.0355753094311704,0.180143115620033,0.35,"Non-significant",0.744,"LMNA","Prelamin-A/C"
-0.731483936309797,18.36,-2.46189149046297,0.0398481246419669,0.193603215987509,-4.547439335292,"MDHC_HUMAN",9,-2.53186459833703,0.0351532258039977,0.180143115620033,0.73,"Non-significant",0.744,"MDH1","Malate dehydrogenase, cytoplasmic"
-0.874803543090826,14.86,-2.49592310983479,0.0378093507676485,0.193603215987509,-4.49484250372655,"TTC38_HUMAN",5,-2.53547102007391,0.0349563860081127,0.180143115620033,0.87,"Non-significant",0.744,"TTC38","Tetratricopeptide repeat protein 38"
0.375885009765632,21.06,2.29052704246704,0.0519327290477372,0.206621242493348,-4.81077317110129,"APOH_HUMAN",14,2.49009040409033,0.0375169460175046,0.182311679618457,-0.38,"Non-significant",0.739,"APOH","Beta-2-glycoprotein 1"
0.323051929473856,16.82,2.62713290491309,0.0308931763091143,0.193603215987509,-4.29146254893828,"CAD11_HUMAN",3,2.48205516670742,0.0379897592330619,0.182311679618457,-0.32,"Non-significant",0.739,"CDH11","Cadherin-11"
-0.653632402420049,16.18,-2.4606680754693,0.0399234590081523,0.193603215987509,-4.54932865855176,"CAPZB_HUMAN",4,-2.48776925943417,0.0376529127298776,0.182311679618457,0.65,"Non-significant",0.739,"CAPZB","F-actin-capping protein subunit beta"
